"id","date","score"
78941,16988,83
78943,16962,89
78946,17092,100
78962,17045,92
78963,16987,88
78981,16958,91
78983,16954,94
78985,17025,96
78988,16938,100
78996,16925,94
79000,17085,100
79003,16901,100
79005,16901,100
79006,16901,100
79008,17027,100
79009,17085,100
79010,16901,98
79011,16901,96
79012,16901,100
79025,17085,96
79050,17093,90
79053,16947,83
79069,16990,92
79089,17083,100
79125,17081,96
79130,16879,100
79132,17101,100
79138,16973,89
79145,17023,90
79146,17085,98
79167,16976,87
79168,16990,88
79186,16904,96
79193,17099,94
79194,16918,84
79196,16966,84
79198,17087,96
79206,17043,71
79212,17058,92
79214,17108,96
79217,17064,98
79219,16896,100
79220,17073,98
79246,17071,100
79247,16965,85
79248,17008,75
79252,16997,86
79272,17073,70
79296,17022,94
79299,17022,87
79329,16996,94
79346,17142,100
79347,17063,96
79366,17119,92
79401,17093,96
79406,16903,87
79407,16983,100
79410,17036,92
79412,16927,96
79414,17091,67
79415,17126,84
79417,16988,87
79427,16988,85
79430,16960,70
79433,17042,91
79498,17042,94
79499,17063,90
79518,17072,80
79520,17086,86
79525,17150,92
79527,17045,96
79528,16871,73
79546,16968,100
79547,17083,100
79564,17155,93
79565,17037,90
79586,17027,100
79587,17027,96
79588,16901,98
79589,17027,100
79595,16927,93
79599,17016,92
79626,17080,93
79632,17051,94
79633,16953,79
79654,16966,77
79660,17105,96
79661,16954,94
79667,16931,83
79704,16975,83
79729,17092,73
79753,17088,94
79756,17149,94
79782,17112,87
79783,16966,96
79801,16965,87
79804,16939,92
79805,17046,94
79829,17142,90
79834,16961,96
79851,17043,96
79858,17058,89
79888,16892,96
79892,16979,94
79905,17085,100
79906,17085,100
79916,16888,89
79946,16854,100
79954,16905,100
79961,16989,87
79964,16909,100
79970,17150,92
79990,16974,88
80005,16962,100
80027,16955,98
80037,17113,98
80044,17016,96
80045,16958,92
80051,16899,84
80068,17060,96
80069,17103,90
80070,17115,87
80079,17025,92
80081,16812,76
80109,16815,98
80112,16996,92
80120,16896,94
80121,17113,92
80137,17079,92
80138,16975,96
80164,17016,70
80230,17018,100
80233,17000,81
80235,17112,96
80236,17078,75
80237,16948,100
80242,16930,78
80253,16808,100
80260,17007,88
80273,16870,62
80279,17107,94
80280,17087,93
80285,16841,96
80286,17099,77
80288,17078,87
80295,17094,94
80299,17108,100
80302,17099,92
80312,16910,80
80313,16916,88
80315,16960,92
80316,16958,87
80336,17023,100
80354,16982,96
80361,16833,100
80405,17101,96
80416,17037,79
80417,17119,87
80419,17074,79
80421,16995,81
80422,16934,75
80442,17154,90
80451,16833,94
80460,17147,88
80479,16997,71
80484,17107,96
80486,17133,96
80494,16990,93
80495,16981,83
80514,17099,76
80524,16875,94
80534,16975,94
80545,17149,98
80552,16937,92
80572,16843,77
80573,16875,96
80587,17079,83
80591,16829,57
80598,17087,94
80614,17157,75
80617,16861,100
80619,17149,89
80621,17149,89
80624,17149,89
80627,17053,82
80629,17043,94
80631,17001,89
80638,17141,96
80658,16983,96
80659,16975,83
80669,16884,88
80679,16860,100
80682,17016,96
80742,17156,96
80763,17057,88
80767,17064,90
80773,17115,91
80786,16870,100
80798,16961,90
80819,17135,96
80824,17140,86
80832,17133,80
80841,16835,98
80887,17102,90
80893,16805,93
80894,16933,98
80901,16966,93
80925,16973,98
80930,16878,98
80931,16966,74
80940,17028,88
80964,17128,92
80974,17002,93
80979,17000,90
80989,16941,90
80995,16828,100
80996,16898,96
81033,17035,90
81077,17035,90
81088,17009,94
81089,16974,83
81092,16983,82
81094,17037,98
81103,16825,75
81104,16816,94
81106,17024,60
81116,16988,78
81136,17000,98
81153,17009,92
81161,17091,90
81163,17025,100
81164,17053,100
81166,16969,87
81167,16834,98
81171,16854,100
81174,16945,82
81179,17028,79
81187,16930,72
81202,16955,96
81203,16937,91
81235,17093,83
81244,16916,90
81245,16988,100
81250,17009,90
81255,17009,92
81258,16975,87
81261,17098,100
81264,16841,94
81269,16857,92
81284,17148,98
81287,17127,85
81290,17126,94
81302,17141,79
81303,16979,87
81309,17106,98
81310,17149,100
81317,17127,96
81318,16910,87
81328,17053,81
81339,17001,85
81341,17101,88
81342,16984,100
81349,16875,94
81350,16938,96
81355,16947,88
81356,17095,100
81357,17023,96
81365,17038,100
81368,16905,94
81381,16871,100
81383,17098,69
81386,16967,96
81409,17009,89
81425,17032,89
81440,16911,82
81442,16975,88
81446,16959,100
81453,17014,98
81458,16860,82
81460,16967,78
81461,16981,90
81464,17018,98
81468,17141,96
81471,16953,79
81475,17091,96
81484,16965,94
81509,17140,85
81518,17019,98
81522,16834,90
81528,17142,96
81531,16905,90
81539,17029,100
81540,17038,96
81579,17046,88
81580,17100,89
81588,17150,92
81595,17042,86
81606,17066,83
81607,16973,88
81651,17022,87
81667,17045,55
81669,17156,100
81670,17023,100
81671,17023,100
81680,17074,94
81688,16946,92
81707,16882,100
81719,17063,82
81756,16931,90
81757,16895,88
81758,16895,88
81759,17080,71
81789,16949,96
81796,17064,93
81802,17092,83
81808,16925,94
81812,17064,94
81815,16974,87
81845,16981,94
81862,16862,98
81866,17085,85
81882,17100,92
81884,17141,87
81886,16924,68
81887,16976,89
81890,17092,100
81894,16832,77
81904,16946,92
81906,16946,92
81938,17157,92
81940,17018,94
81947,16870,89
81956,16995,84
81974,16981,87
81976,16981,81
81978,16919,96
81987,16979,83
81990,16972,84
81999,17040,83
82009,17060,89
82036,17085,96
82042,16860,81
82054,16976,87
82065,17083,100
82074,16857,98
82078,16969,90
82090,17078,96
82094,16968,94
82097,16910,87
82100,17156,94
82102,16949,87
82105,17025,90
82107,16946,92
82111,16983,85
82123,16965,68
82142,16979,82
82145,16958,85
82176,17056,96
82196,17067,91
82217,17100,100
82228,17053,88
82231,16842,90
82232,17072,92
82252,16979,98
82276,17024,91
82290,17022,96
82315,17094,94
82332,17093,92
82339,17046,65
82340,16939,100
82345,16976,81
82354,16995,96
82361,17002,68
82373,16906,90
82376,17002,86
82394,16970,89
82407,17079,100
82410,16876,82
82416,17003,87
82429,17073,96
82441,17083,100
82452,16934,90
82453,17067,87
82466,17141,92
82469,16911,86
82472,17079,85
82476,17114,94
82485,17014,86
82494,17095,88
82538,16973,86
82544,16967,100
82550,16861,92
82563,16871,83
82571,16875,91
82607,17008,75
82635,17119,93
82649,17059,92
82654,17134,96
82655,16927,94
82664,17114,90
82670,17050,98
82677,17018,96
82680,16988,80
82687,17076,100
82690,17024,80
82695,16931,90
82697,16949,96
82700,17127,87
82715,17142,100
82718,17142,96
82721,17142,92
82733,17015,85
82803,17023,94
82806,16814,98
82807,17144,92
82812,17079,100
82821,17067,90
82844,16901,100
82845,17027,100
82846,17085,98
82847,16901,96
82852,16901,96
82854,16901,100
82869,16987,85
82878,17082,94
82880,16948,84
82883,17040,98
82892,17106,87
82907,17091,96
82909,17056,93
82911,17037,89
82926,17077,96
82930,16987,85
82933,16901,100
82945,17071,94
82950,17053,93
82955,17115,96
82959,16857,94
82963,16949,86
82994,16992,100
82996,17008,84
82998,17008,92
83000,17008,94
83005,17008,96
83013,17008,92
83030,16974,100
83041,16989,94
83043,16974,83
83072,17119,86
83073,17123,94
83079,16984,100
83087,17076,100
83098,17149,94
83134,17009,90
83148,16917,96
83196,17115,93
83305,16827,100
83316,17119,86
83321,17008,78
83325,17004,100
83327,17028,96
83351,16876,77
83352,17014,98
83365,16868,96
83369,16965,92
83371,16906,98
83399,16988,100
83403,17056,88
83409,17141,100
83415,17046,90
83424,17065,75
83429,16980,98
83436,16980,92
83439,16980,98
83449,17100,86
83472,17051,92
83475,16863,80
83476,17095,72
83497,16974,98
83520,17128,96
83524,16870,90
83538,17001,82
83553,17072,92
83567,16979,88
83570,17010,67
83571,16808,100
83575,16902,80
83579,16966,78
83587,16927,96
83588,17144,86
83589,17064,81
83602,16982,94
83605,17059,80
83610,16967,100
83612,17066,93
83616,17042,81
83633,16902,89
83636,16946,98
83640,17043,86
83642,17042,86
83643,17091,86
83644,16960,94
83647,16996,58
83648,17150,88
83655,16996,88
83688,17063,73
83696,16966,96
83704,17109,92
83709,17021,92
83779,17028,92
83799,16955,83
83802,16982,94
83804,17126,86
83808,17051,76
83811,17076,100
83821,16979,94
83822,17008,88
83824,17039,94
83827,16870,67
83834,16994,96
83841,17112,93
83842,17092,83
83843,16843,93
83844,16981,73
83889,17149,92
83927,17107,100
83945,17037,96
83946,17102,96
83953,16864,90
83955,16917,74
83986,16976,81
83990,16980,92
83998,16920,87
84037,17057,91
84038,17022,90
84040,17150,96
84065,17045,87
84090,16979,98
84103,16976,90
84109,17078,100
84165,16840,84
84171,17157,82
84195,17155,82
84205,17030,78
84256,17144,83
84338,17081,88
84339,17095,100
84340,17023,100
84381,16980,88
84387,17010,82
84389,16997,100
84392,16834,98
84393,16836,71
84394,17043,82
84417,17000,91
84423,16876,96
84445,17142,98
84453,17140,87
84469,17137,84
84470,16994,100
84476,16977,100
84500,17115,87
84517,17009,92
84527,16997,100
84530,16883,85
84543,16967,92
84545,17095,87
84548,17101,83
84558,17073,89
84573,17059,88
84581,17010,86
84582,17052,85
84587,17089,76
84590,17037,73
84615,16980,86
84619,17052,94
84625,16966,93
84634,17082,93
84656,16903,86
84657,16933,98
84668,16903,91
84690,17037,96
84692,17149,100
84697,17092,100
84711,17107,96
84715,17121,94
84716,17151,96
84729,16959,92
84735,16819,85
84740,17087,92
84743,17021,96
84745,16827,98
84749,16997,100
84759,17008,83
84770,16939,96
84811,17082,96
84813,17142,84
84843,17105,90
84856,17070,96
84865,17008,100
84887,17106,70
84889,17133,88
84892,17100,94
84893,16931,85
84899,17147,92
84910,17101,94
84911,16961,90
84921,17072,100
84922,17063,100
84971,17100,89
84983,17081,91
85005,17076,100
85036,16967,100
85037,17141,90
85047,17121,100
85063,16968,96
85078,17083,100
85091,17015,85
85095,16960,94
85097,17107,96
85102,16961,81
85109,17072,73
85135,16994,84
85144,17060,100
85156,17101,100
85158,17098,94
85159,17065,98
85164,16910,92
85166,17079,92
85169,17057,91
85170,17155,98
85183,17149,88
85185,16966,87
85186,16974,100
85212,16932,100
85220,16876,96
85224,16973,87
85240,16840,75
85258,16896,88
85271,17088,84
85279,16960,94
85295,16987,86
85299,16976,92
85316,17018,88
85317,16991,84
85319,16875,85
85324,17059,100
85327,16860,98
85337,16902,98
85342,17032,100
85344,16897,92
85350,16926,100
85363,17133,89
85397,17070,91
85399,17126,93
85407,16953,85
85430,16821,100
85458,17040,86
85468,16904,86
85480,16981,92
85495,17091,100
85500,17000,87
85501,16945,96
85525,16829,100
85526,16903,98
85532,17037,91
85558,17148,96
85560,16808,88
85562,16974,70
85582,17095,87
85587,17071,59
85594,17107,98
85601,16857,96
85609,17088,86
85655,17042,90
85679,16877,96
85683,16832,98
85690,17009,92
85696,16988,94
85697,17137,82
85706,17052,90
85709,16949,93
85713,16923,100
85714,17140,77
85722,16822,93
85731,16974,90
85739,16870,76
85750,16890,90
85766,16955,91
85779,16869,87
85781,16871,86
85787,17056,80
85790,16897,84
85796,17071,84
85802,17023,96
85809,17029,92
85824,16981,88
85835,16835,61
85843,17070,85
85851,17073,98
85852,16883,98
85853,16829,100
85856,17030,80
85857,17074,94
85898,16807,96
85899,17112,72
85908,16970,81
85919,17101,96
85924,17073,84
85925,17105,76
85927,16843,92
85930,16828,68
85933,16902,98
85935,16902,98
85936,16902,98
85937,16902,98
85938,16902,98
85952,17092,76
85953,17142,92
85955,16987,81
85956,16982,89
85972,17079,75
85986,17085,69
85987,16882,96
85990,17023,77
86002,17127,82
86059,16955,98
86073,16827,93
86074,16812,96
86076,17141,73
86111,16855,92
86116,16972,96
86124,16857,91
86131,16946,98
86132,16827,73
86133,17009,92
86134,17025,86
86137,17145,93
86138,16834,100
86144,17156,100
86146,16856,78
86147,16923,90
86148,16871,92
86149,16822,92
86151,17037,87
86154,17044,96
86156,17101,94
86158,17088,94
86161,16863,89
86164,17101,100
86166,17036,81
86168,17078,90
86172,17001,92
86180,17140,84
86189,17070,93
86213,16972,91
86219,17101,100
86224,16896,96
86231,17095,88
86233,17076,100
86238,16847,100
86256,17000,96
86261,17037,90
86271,16980,87
86272,16924,98
86277,16879,94
86282,16960,100
86283,16990,94
86284,17079,87
86294,16996,94
86296,16854,78
86301,17067,92
86303,16877,83
86305,17101,65
86306,16937,77
86316,17150,96
86330,17021,92
86336,17108,98
86344,17121,100
86349,16829,100
86350,17035,70
86356,16970,87
86359,16996,82
86361,16879,100
86362,17067,98
86370,17092,92
86371,16857,78
86379,16995,98
86382,17134,90
86384,16913,100
86385,16874,90
86386,17070,94
86393,16987,89
86399,17101,96
86405,17064,88
86406,16918,94
86407,16918,98
86409,16918,96
86423,16980,91
86470,16876,94
86471,17073,63
86475,16968,100
86478,16947,100
86490,16879,90
86500,16847,69
86506,17107,100
86534,16926,100
86539,17023,90
86545,16941,76
86549,16888,100
86551,17022,100
86562,17150,84
86564,17105,85
86567,17043,82
86568,16918,94
86590,16911,100
86593,16995,92
86609,16987,100
86619,16987,100
86629,17071,94
86638,16926,96
86643,17122,81
86645,17002,84
86649,16864,93
86651,16981,100
86656,16933,94
86658,17100,83
86659,17058,90
86670,16885,77
86681,16874,79
86682,17086,88
86692,17121,88
86694,17088,89
86715,17115,91
86718,17121,90
86742,17011,81
86753,17128,96
86765,17010,78
86773,17140,81
86774,16881,96
86777,17003,94
86780,17043,100
86798,17067,92
86807,16891,98
86814,17149,92
86816,16995,96
86845,17092,74
86849,16949,92
86885,16904,90
86910,16973,85
86924,17014,92
86933,17140,98
86960,16948,100
86977,17066,81
86990,17108,78
86991,17144,100
86992,17144,98
86994,17144,98
86995,17144,96
86997,17144,92
87006,16896,100
87015,16982,89
87021,16934,93
87022,17016,89
87044,17072,81
87048,16933,92
87068,16969,77
87073,16958,96
87079,16959,94
87099,17115,94
87107,16912,96
87117,17022,92
87122,17092,98
87148,17092,77
87149,17101,98
87154,17101,88
87200,17152,98
87201,16946,100
87202,17152,92
87213,17021,87
87258,17133,96
87260,17107,98
87271,16926,100
87277,16934,92
87282,17095,86
87285,17133,82
87298,16932,96
87337,17025,94
87338,16995,87
87341,17092,88
87342,17092,90
87344,16976,100
87413,16979,92
87440,17014,100
87447,17101,90
87450,16974,100
87469,16958,96
87475,16987,100
87476,16987,100
87477,17101,100
87486,17076,100
87492,17143,72
87512,17087,98
87537,17150,91
87539,17126,87
87542,16924,91
87551,17004,100
87604,17126,100
87609,17121,100
87612,17032,98
87613,16972,78
87615,17056,94
87618,17099,84
87624,17141,92
87630,17147,96
87631,17081,100
87639,16989,87
87645,17056,96
87652,17003,55
87664,17029,85
87687,17000,96
87699,16989,94
87700,17102,91
87716,17150,100
87757,16994,98
87761,17086,92
87778,17085,86
87793,17086,100
87799,16973,71
87802,17141,98
87814,17007,89
87815,17021,88
87858,16980,90
87923,16960,98
87924,17071,92
87932,17137,90
87935,16967,90
87939,17018,100
87943,16976,100
87951,16996,82
87967,17093,100
88063,17003,77
88064,17024,96
88082,17043,84
88085,17051,96
88092,16983,83
88095,17147,84
88110,17134,87
88114,17052,93
88115,16994,100
88116,17066,98
88118,17029,94
88120,17133,98
88129,17056,74
88139,17126,83
88145,16989,98
88146,17015,100
88153,17148,96
88160,17066,79
88162,17066,94
88239,17063,96
88242,17044,100
88302,17021,96
88303,17035,83
88306,17029,96
88323,17117,75
88324,17083,100
88326,17081,86
88340,17024,84
88342,17044,94
88381,17073,100
88433,17123,96
88447,17030,96
88459,17109,100
88461,16994,90
88475,17039,92
88488,17102,74
88505,17078,100
88508,17155,89
88524,17071,96
88525,17014,94
88539,17150,90
88554,17010,90
88574,17126,86
88575,17078,86
88653,17024,90
88657,17043,86
88659,17025,96
88675,17038,96
88676,17107,86
88702,17028,96
88718,17149,100
88722,17106,92
88756,17133,80
88758,17064,92
88792,17045,96
88799,17032,86
88829,17083,100
88840,17087,92
88873,17092,100
88878,17032,94
88899,17053,86
88915,17044,90
88932,17158,80
88954,17042,100
89070,17156,88
89072,17066,90
89111,17093,90
89191,17101,94
89198,17056,100
89199,17056,100
89200,17056,100
89201,17085,96
89204,17056,100
89305,17074,92
89328,17141,84
89453,17093,90
89462,17073,76
89475,17135,96
89495,17082,100
89515,17108,98
89701,17141,100
89790,17134,96
89803,17150,100
89900,17141,93
